name	doi	aerobic_status	morphology	motility	spore_formation	gram_stain	bile_sensitive	saccharolytic	comments	urease	catalase	formate_production	acetate_production	propionate_production	butyrate_production	isobutyrate_production	valerate_production	isovalerate_production
Facklamia tabacinasalis	10.1099/00207713-49-3-1247	facultative anaerobe	cocci	not indicated	non-spore forming	Gram-positive	not indicated	not indicated		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Acetivibrio cellulosolvens	10.1099/00207713-34-4-419	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Acetivibrio ethanolgignens	10.1099/00207713-31-3-333	obligate anaerobe	slightly curved rods	motile	non-spore forming	Gram-negative	no growth in 20% bile	not indicated		urease negative	catalase negative	not indicated	major product	not producted	not indicated	not indicated	not indicated	not indicated
Veillonella tobetsuensis	10.1099/ijs.0.042515-0	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		urease negative	catalase negative	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella seminalis	10.1099/ijs.0.064451-0	anaerobe (unspecified)	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		urease negative	catalase negative	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella rogosae	10.1099/ijs.0.65093-0	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	catalase negative	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella rodentium	10.1099/00207713-32-1-28	anaerobe (unspecified)	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella ratti	10.1099/00207713-32-1-28	anaerobe (unspecified)	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella montpellierensis	10.1099/ijs.0.02952-0	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		urease negative	catalase variable	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella magna	10.1099/ijs.0.2008/001032-0	anaerobe (unspecified)	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	catalase negative	not indicated	minor product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella dispar	10.1099/00207713-32-1-28	anaerobe (unspecified)	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella denticariosi	10.1099/ijs.0.65096-0	obligate anaerobe	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	catalase negative	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Veillonella criceti	10.1099/00207713-32-1-28	anaerobe (unspecified)	cocci	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated	not indicated
Caminicella sporogenes	10.1099/00207713-52-5-1621	anaerobe (unspecified)	rod/ bacilli	motile	spore forming	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	major product	major product	not indicated	major product	not indicated	not indicated	not indicated
Cellulosibacter alkalithermophilus	10.1099/ijs.0.027854-0	obligate anaerobe	rods or slightly curved rods	motile	spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	major product	major product	not indicated	not indicated	not indicated
Caloranaerobacter azorensis	10.1099/00207713-51-5-1789	anaerobe (unspecified)	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Caloranaerobacter ferrireducens	10.1099/ijs.0.000165	obligate anaerobe	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Garciella nitratireducens	10.1099/ijs.0.02662-0	obligate anaerobe	rod/ bacilli	motile	spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not consumed	not consumed	not consumed	not consumed	not indicated	not indicated	not indicated
Guggenheimella bovis	10.1099/ijs.0.63116-0	obligate anaerobe	rods or cocci	non-motile	non-spore forming	Gram-positive	not indicated	asaccharolytic		not indicated	not indicated	not indicated	minor product	minor product	major product	minor product	not indicated	minor product
Hespellia porcina	10.1099/ijs.0.02719-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	major product	major product	major product	not indicated	not indicated	not indicated	not indicated
Hespellia stercorisuis	10.1099/ijs.0.02719-0	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	major product	major product	major product	not indicated	not indicated	not consumed	not indicated
Soehngenia saccharolytica	10.1099/ijs.0.02668-0	anaerobe (unspecified)	rod/ bacilli	motile	spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Alistipes putredinis	10.1002/9781118960608.gbm00251	not indicated	rods or slightly curved rods	not indicated	not indicated	not indicated	no growth in 20% bile	asaccharolytic		not indicated	catalase positive	not indicated	minor product	minor product	not indicated	not indicated	not indicated	minor product
Alistipes finegoldii	10.1002/9781118960608.gbm00251	not indicated	rod/ bacilli	not indicated	not indicated	not indicated	growth in 20% bile	saccharolytic		not indicated	catalase negative	not indicated	minor product	minor product	not indicated	not indicated	not indicated	minor product
Bacteroides fragilis	10.1002/9781118960608.gbm00238	anaerobe (unspecified)	rod/ bacilli	non-motile	not indicated	Gram-negative	growth in 20% bile	saccharolytic		not indicated	catalase positive	not indicated	major product	minor product	not indicated	minor product	not indicated	minor product
Bifidobacterium bifidum	10.1002/9781118960608.gbm00019	microaerobe	not indicated	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Clostridium asparagiforme	10.1002/9781118960608.gbm00619	anaerobe (unspecified)	rod/ bacilli	not indicated	spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	minor product	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Clostridium bifermentans	10.1002/9781118960608.gbm00619	not indicated	rod/ bacilli	motile	spore forming	Gram-positive	no growth in 20% bile	saccharolytic		not indicated	not indicated	major product	major product	minor product	minor product	minor product	not indicated	minor product
Clostridium bolteae	10.1002/9781118960608.gbm00619	obligate anaerobe	rod/ bacilli	not indicated	mixed	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Clostridium citroniae	10.1002/9781118960608.gbm00619	not indicated	rod/ bacilli	not indicated	mixed	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Tepidibacter formicigenes	10.1099/ijs.0.02836-0	anaerobe (unspecified)	rod/ bacilli	motile	spore forming	Gram-positive	not indicated	not indicated		not indicated	not indicated	major product	minor product	not indicated	not indicated	not indicated	not indicated	not indicated
Tepidibacter mesophilus	10.1099/ijs.0.027409-0	anaerobe (unspecified)	rod/ bacilli	motile	spore forming	Gram-positive	not indicated	saccharolytic		urease positive	catalase negative	consumed	consumed	not indicated	consumed	not indicated	not indicated	not indicated
Tepidibacter thalassicus	10.1099/ijs.0.02600-0	anaerobe (unspecified)	rods or slightly curved rods	motile	spore forming	Gram-positive	not indicated	mixed		not indicated	not indicated	not consumed	major product	not indicated	not consumed	not indicated	not indicated	not indicated
Clostridium clostridioforme	10.1002/9781118960608.gbm00619	not indicated	rod/ bacilli	variable	spore forming	not indicated	mixed	not indicated		not indicated	not indicated	major product	major product	minor product	not indicated	not indicated	not indicated	not indicated
Clostridium cochlearium	10.1002/9781118960608.gbm00619	not indicated	rods or slightly curved rods	motile	spore forming	not indicated	no growth in 20% bile	not indicated		not indicated	not indicated	minor product	major product	major product	major product	not indicated	not indicated	not indicated
Tepidimicrobium ferriphilum	10.1099/ijs.0.63694-0	anaerobe (unspecified)	rods or slightly curved rods	motile	non-spore forming	Gram-positive	not indicated	asaccharolytic		not indicated	not indicated	not consumed	not consumed	not consumed	not consumed	not indicated	not indicated	not indicated
Tepidimicrobium xylanilyticum	10.1099/ijs.0.005124-0	anaerobe (unspecified)	rods or slightly curved rods	motile	mixed	Gram-positive	not indicated	not indicated		not indicated	not indicated	not indicated	major product	minor product	major product	not indicated	not indicated	not indicated
Desulfotomaculum alcoholivorax	10.1099/ijs.0.65025-0	not indicated	rod/ bacilli	motile	spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Thermicola carboxydiphila	10.1099/ijs.0.63299-0	obligate anaerobe	rod/ bacilli	motile	non-spore forming	Gram-positive	not indicated	not indicated		not indicated	not indicated	not consumed	not consumed	not indicated	not indicated	not indicated	not indicated	not indicated
Thermohalobacter berrensis	10.1099/00207713-50-2-559	obligate anaerobe	rod/ bacilli	motile	non-spore forming	Gram-negative	not indicated	not indicated		not indicated	not indicated	not consumed	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Desulfotomaculum alkaliphilum	10.1099/00207713-50-1-25	obligate anaerobe	curved rods	non-motile	spore forming	Gram-positive	not indicated	not indicated		not indicated	not indicated	consumed	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Thermoterrabacterium ferrireducens	10.1099/00207713-47-2-541	anaerobe (unspecified)	rods or slightly curved rods	motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not consumed	major product	not consumed	not indicated	not indicated	not indicated	not indicated
Carboxydothermus ferrireducens	10.1099/ijs.0.64503-0	anaerobe (unspecified)	rods or slightly curved rods	motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	major product	not consumed	not indicated	not indicated	not indicated	not indicated
