AB251884	1	1473	s95	Hymenobacter soli		Cytophagaceae	1	http://www.bacterio.net/hymenobacter.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
KT359597	1	1415	s128	Hymenobacter terrenus		Cytophagaceae		http://www.bacterio.net/hymenobacter.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
EU382214	1	1435	s119	Hymenobacter tibetensis		Cytophagaceae		http://www.bacterio.net/hymenobacter.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
KF631221	1	1442	s128	Hymenobacter wooponensis		Cytophagaceae		http://www.bacterio.net/hymenobacter.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
DQ888329	1	1407	s93	Hymenobacter xinjiangensis		Cytophagaceae	1	http://www.bacterio.net/hymenobacter.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
GU808562	1	1384	s108	Hymenobacter yonginensis		Cytophagaceae		http://www.bacterio.net/hymenobacter.html	Bacteria;Bacteroidetes;Cytophagales;Other Cytophagaceae	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter
CP000493	1664038	1665353	s93	Hyperthermus butylicus	type sp.	Pyrodictiaceae	1	http://www.bacterio.net/hyperthermus.html	Archaea;Crenarchaeota;Pyrodictiaceae	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Hyperthermus
AF198623	1	1447	s93	Hyphomicrobium chloromethanicum		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
CP002083	3624598	3626066	s108	Hyphomicrobium denitrificans		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14309	1	1423	s93	Hyphomicrobium facile subsp. facile		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14311	1	1423	s93	Hyphomicrobium facile subsp. tolerans		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14310	1	1423	s93	Hyphomicrobium facile subsp. ureaphilum		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14303	1	1425	s93	Hyphomicrobium hollandicum		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14307	1	1420	s93	Hyphomicrobium methylovorum		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
JX131369	1	1450	s119	Hyphomicrobium nitrativorans		Hyphomicrobiaceae		http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
AF235089	1	1411	s93	Hyphomicrobium sulfonivorans		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
AB543807	1	1406	s104	Hyphomicrobium vulgare	type sp.	Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
Y14305	1	1438	s93	Hyphomicrobium zavarzinii		Hyphomicrobiaceae	1	http://www.bacterio.net/hyphomicrobium.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium
AF082790	1	1334	s93	Hyphomonas adhaerens		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
KF863140	1	1419	s123	Hyphomonas atlantica		Hyphomonadaceae		http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
KF863136	1	1419	s123	Hyphomonas beringensis		Hyphomonadaceae		http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
KF863137	1	1419	s123	Hyphomonas chukchiensis		Hyphomonadaceae		http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
AF082794	1	1334	s93	Hyphomonas hirschiana		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
AJ227814	1	1410	s93	Hyphomonas jannaschiana		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
AF082791	1	1301	s93	Hyphomonas johnsonii		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
CP000158	2818559	2819913	s93	Hyphomonas neptunium		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
AF082797	1	1309	s93	Hyphomonas oceanitis		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
AJ227813	1	1410	s93	Hyphomonas polymorpha	type sp.	Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
AF082795	1	1354	s93	Hyphomonas rosenbergii		Hyphomonadaceae	1	http://www.bacterio.net/hyphomonas.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Alphaproteobacteria;Hyphomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas
KP869170	1	1213	s128	Hypnocyclicus thermotrophus	type sp.	Leptotrichiaceae		http://www.bacterio.net/hypnocyclicus.html	Bacteria;Fusobacteria;Leptotrichiaceae	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Hypnocyclicus
EF217419	1	1517	s102	Hyunsoonleella jejuensis	type sp.	Flavobacteriaceae		http://www.bacterio.net/hyunsoonleella.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hyunsoonleella
JX501247	1	1452	s123	Hyunsoonleella pacifica		Flavobacteriaceae		http://www.bacterio.net/hyunsoonleella.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hyunsoonleella
KP271448	1	1444	s128	Hyunsoonleella udonensis		Flavobacteriaceae		http://www.bacterio.net/hyunsoonleella.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Hyunsoonleella
AB360448	1	1474	s100	Iamia majanohamensis	type sp.	Iamiaceae		http://www.bacterio.net/iamia.html	Bacteria;Actinobacteria;Acidimicrobiia;Iamiaceae	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia
JX412959	1	1488	s123	Ichthyenterobacterium magnum	type sp.	Flavobacteriaceae		http://www.bacterio.net/ichthyenterobacterium.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales;Flavobacteriaceae	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ichthyenterobacterium
AB713897	1	1521	s128	Ichthyobacterium seriolicida	type sp.	Ichthyobacteriaceae		http://www.bacterio.net/ichthyobacterium.html	Bacteria;Bacteroidetes;Flavobacteriales and Bacteroidales	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Ichthyobacteriaceae;Ichthyobacterium
EU542576	1	1396	s100	Ideonella azotifigens		Unclassified Burkholderiales		http://www.bacterio.net/ideonella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Unclassified Burkholderiales	Bacteria;Proteobacteria;Betaproteobacteria;Unclassified Burkholderiales;Ideonella
X72724	1	1500	s93	Ideonella dechloratans	type sp.	Unclassified Burkholderiales	1	http://www.bacterio.net/ideonella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Unclassified Burkholderiales	Bacteria;Proteobacteria;Betaproteobacteria;Unclassified Burkholderiales;Ideonella
HE993549	1	1414	s128	Ideonella paludis		Unclassified Burkholderiales		http://www.bacterio.net/ideonella.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Unclassified Burkholderiales	Bacteria;Proteobacteria;Betaproteobacteria;Unclassified Burkholderiales;Ideonella
AF052740	1	1465	s93	Idiomarina abyssalis	type sp.	Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
FJ768737	1	1477	s104	Idiomarina aestuarii		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
HF954116	1	1460	s128	Idiomarina aquatica		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
FJ906745	1	1430	s111	Idiomarina aquimaris		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
KJ825892	1	1505	s128	Idiomarina atlantica		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AJ440214	1	1476	s93	Idiomarina baltica		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EU600204	1	1507	s100	Idiomarina donghaiensis		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AY526861	1	1455	s93	Idiomarina fontislapidosi		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
KF963828	1	1489	s123	Idiomarina halophila		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
JN867053	1	1536	s119	Idiomarina indica		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
FM877003	1	1530	s102	Idiomarina insulisalsae		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AF288370	1	1415	s93	Idiomarina loihiensis		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EU423908	1	1465	s100	Idiomarina marina		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EU723884	1	1502	s111	Idiomarina maris		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EU600203	1	1507	s100	Idiomarina maritima		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AB619724	1	1397	s119	Idiomarina piscisalsi		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
KC762312	1	1505	s121	Idiomarina planktonica		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AY526862	1	1459	s93	Idiomarina ramblicola		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EF212001	1	1455	s93	Idiomarina sediminum		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AY635468	1	1463	s93	Idiomarina seosinensis		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EU423907	1	1465	s100	Idiomarina tainanensis		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
DQ118948	1	1465	s93	Idiomarina taiwanensis		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
KF487034	1	1444	s128	Idiomarina woesei		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
GU471247	1	1504	s106	Idiomarina xiamenensis		Idiomarinaceae		http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
AF052741	1	1464	s93	Idiomarina zobellii		Idiomarinaceae	1	http://www.bacterio.net/idiomarina.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Idiomarinaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina
EU008088	1	1549	s108	Ignatzschineria indica		Lysobacteraceae		http://www.bacterio.net/ignatzschineria.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Other Lysobacteraceae	Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Ignatzschineria
AJ252143	1	1514	s93	Ignatzschineria larvae	type sp.	Lysobacteraceae	1	http://www.bacterio.net/ignatzschineria.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Other Lysobacteraceae	Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Ignatzschineria
EU008089	1	1545	s108	Ignatzschineria ureiclastica		Lysobacteraceae		http://www.bacterio.net/ignatzschineria.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Other Lysobacteraceae	Bacteria;Proteobacteria;Gammaproteobacteria;Lysobacteriales;Lysobacteraceae;Ignatzschineria
AB478415	1	1461	s104	Ignavibacterium album	type sp.	Ignavibacteriaceae		http://www.bacterio.net/ignavibacterium.html	Bacteria;Chlorobi;Ignavibacteria	Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium
Y16426	1	1417	s93	Ignavigranum ruoffiae	type sp.	Aerococcaceae	2	http://www.bacterio.net/ignavigranum.html	Bacteria;Firmicutes-Tenericutes-Negativicutes and Cyanobacteria;Bacilli and Tenericutes;Lactobacillales;Aerococcaceae	Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Ignavigranum
AJ318042	1	1382	s93	Ignicoccus hospitalis		Desulfurococcaceae	1	http://www.bacterio.net/ignicoccus.html	Archaea;Crenarchaeota;Other Desulfurococcales;Ignicoccus	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus
X99562	1	1469	s93	Ignicoccus islandicus	type sp.	Desulfurococcaceae	1	http://www.bacterio.net/ignicoccus.html	Archaea;Crenarchaeota;Other Desulfurococcales;Ignicoccus	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus
AJ271794	1	1331	s93	Ignicoccus pacificus		Desulfurococcaceae	1	http://www.bacterio.net/ignicoccus.html	Archaea;Crenarchaeota;Other Desulfurococcales;Ignicoccus	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignicoccus
DQ060321	1	1491	s93	Ignisphaera aggregans	type sp.	Desulfurococcaceae	1	http://www.bacterio.net/ignisphaera.html	Archaea;Crenarchaeota	Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Ignisphaera
AB360346	1	1443	s119	Ilumatobacter coccineum		Acidimicrobiaceae		http://www.bacterio.net/ilumatobacter.html	Bacteria;Actinobacteria;Acidimicrobiia	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter
